1509594893.6437867,-0.3923,2.9028,8.826,0.4926163538255022,1509594893.6674163,-6.8254,-5.0602,-4.7856,0.05840133311465756
1509594893.8074238,-0.4315,2.9028,8.826,0.47481381224777053,1509594893.8127568,-7.0608,-5.0995,-4.9818,0.1413752366193073
1509594893.9401014,-0.4707,2.9812,8.826,0.482224920700542,1509594893.9452682,-6.9431,-5.0995,-4.8249,0.06376310582748346
1509594894.1022394,-0.4315,2.9028,8.9437,0.3726531599183023,1509594894.1074803,-6.9039,-5.0602,-4.9426,0.01594113863908575
1509594894.2589247,-0.3923,2.942,8.826,0.4998845871815316,1509594894.2640197,-6.9431,-5.0995,-4.9818,0.07582529230615087
1509594894.40733,-0.4315,2.942,8.6299,0.6839692472576022,1509594894.412526,-6.9823,-5.0602,-4.9033,0.08214903547252383
1509594894.5435095,-0.4315,2.942,8.8652,0.45942101846094374,1509594894.5487535,-6.9431,-5.0602,-4.9818,0.12129361614084999
1509594894.7032998,-0.4315,3.0204,8.7868,0.5085558836275332,1509594894.7088876,-6.9431,-5.0995,-4.9426,0.04692776122458753
1509594894.8633068,-0.4315,2.9812,8.7868,0.5212110622535953,1509594894.8707838,-6.9039,-5.021,-4.9426,0.18510619153193453
1509594895.0935214,-0.4315,2.942,8.7868,0.53545863505909,1509594895.0987103,-6.9039,-5.0602,-4.9033,0.032691999328241295
1509594895.380961,-0.4315,2.942,8.9044,0.3439676416145705,1509594895.3861349,-6.9431,-5.0602,-4.9818,0.11406502900902815
1509594895.5343082,-0.1961,3.0204,8.5514,0.6177386101133973,1509594895.5396502,-6.9431,-5.0602,-4.9033,0.08214903547252383
1509594895.6812546,-0.3923,2.942,8.7868,0.5384473425428915,1509594895.6865556,-6.9823,-5.0995,-4.9426,0.06639725306906819
1509594895.8235261,-0.5099,3.0204,8.8652,0.4234439531849592,1509594895.82894,-6.8647,-5.0995,-4.9818,0.12745871639223338
1509594895.9781692,-0.5099,2.9812,8.9829,0.3438574688524785,1509594895.9833393,-6.9039,-5.0995,-4.9818,0.14925239664102463
1509594896.1423674,-0.4315,2.942,8.7475,0.40699459002601834,1509594896.1475294,-6.9431,-5.0602,-4.9033,0.10970202274241636
1509594896.3060765,-0.4315,2.9028,8.7868,0.5460756517553538,1509594896.3112755,-6.9039,-5.0995,-4.9426,0.09444497283921471
1509594896.447436,-0.3923,2.9812,8.9044,0.3973835853148664,1509594896.452758,-6.8647,-5.0602,-4.9426,0.14925239664102463
1509594896.5800135,-0.3923,2.942,8.826,0.6084263199167932,1509594896.5860844,-6.9039,-5.021,-4.9033,0.03462427419147396
1509594896.7285528,-0.4707,2.9028,8.826,0.5069853095891546,1509594896.7337737,-6.9039,-5.0602,-4.9033,0.08976288503921737
1509594896.895423,-0.4315,2.9028,8.826,0.5012884650989431,1509594896.90081,-6.9039,-5.0995,-4.9426,0.03462427419147396
1509594897.0464413,-0.3923,2.942,8.7475,0.5690217649861324,1509594897.0531,-6.9431,-5.0995,-4.9818,0.0748918228779818
1509594897.1834097,-0.4315,3.0597,8.6691,0.6066717351818856,1509594897.1891007,-6.9823,-5.021,-4.9033,0.06215424818716997
1509594897.2802255,-0.4707,2.942,8.7475,0.5690217649861324,1509594897.2856095,-6.9431,-5.021,-4.9426,0.0817325767531738
1509594897.3764665,-0.4707,2.9812,8.7475,0.5583784156505835,1509594897.3819544,-6.9039,-5.0995,-4.9033,0.05467486235608199
1509594897.4723344,-0.5099,2.942,8.9044,0.3973835853148664,1509594897.4777114,-6.9823,-5.0602,-4.9818,0.14873830211437955
1509594897.5690663,-0.3923,2.9812,8.7868,0.5229495010525547,1509594897.5745442,-6.9431,-5.0995,-4.668,0.04677472450829967
1509594897.678898,-0.3923,2.942,8.8652,0.44512504247921214,1509594897.6844,-6.9039,-5.0995,-4.8249,0.004188650601113508
1509594897.775203,-0.4707,2.9812,8.826,0.482224920700542,1509594897.78064,-6.9431,-5.0602,-4.9818,0.12129361614084999
1509594897.8801398,-0.4707,2.942,8.826,0.47324513280979374,1509594897.8855207,-6.9431,-5.0602,-4.9426,0.10168786887480508
1509594897.9788098,-0.4315,2.942,8.9829,0.308641413460915,1509594897.9842668,-6.9039,-5.0995,-4.9033,0.0748918228779818
1509594898.0750947,-0.4315,2.942,8.826,0.32308791966532446,1509594898.0803826,-6.9431,-5.1387,-4.9426,0.04692776122458753
1509594898.1810396,-0.4315,2.9812,8.826,0.4841208623529756,1509594898.1863344,-6.9431,-5.0995,-4.9426,0.09444497283921471
1509594898.2793353,-0.4707,2.8243,8.4337,0.9035122146830528,1509594898.2847173,-7.0216,-5.021,-4.9818,0.01928570141289576
1509594898.3732822,-0.3923,2.8635,8.826,0.48585238587462065,1509594898.3789423,-6.9823,-5.0602,-4.8641,0.007800106948602448
1509594898.4701693,-0.4315,2.9812,8.8652,0.44701347165339556,1509594898.475603,-6.7077,-4.9818,-4.8249,0.039367514718900765
1509594898.5675402,-0.4707,2.9812,8.6299,0.6712568293008694,1509594898.572818,-6.9039,-5.0995,-4.9426,0.09444497283921471
1509594898.657179,-0.4707,3.0204,8.7868,0.24798388047792486,1509594898.662506,-6.9823,-5.0602,-4.8641,0.13359508879962334
1509594898.756566,-0.4315,2.942,8.5906,0.6839503918727239,1509594898.761898,-6.9039,-5.0602,-4.9426,0.05425724370568119
1509594898.850209,-0.3923,3.0204,8.9437,0.35629258650343054,1509594898.8555088,-6.9039,-5.0602,-4.9818,0.015158778360785163
