1494363909.0373366,3.9619,1.5691,9.0613
1494363909.059739,4.1972,1.726,9.1398
1494363909.0654204,3.9619,1.4514,8.6299
1494363909.0722415,3.8442,1.4122,8.4337
1494363909.0778446,3.9619,1.4514,8.4337
1494363909.0837228,3.9227,1.4514,8.4729
1494363909.0893798,3.805,1.3729,8.5122
1494363909.095028,3.8442,1.5691,8.6299
1494363909.100594,3.8442,1.4906,8.5514
1494363909.1063962,3.8442,1.3729,8.5514
1494363909.1151855,3.805,1.4122,8.2768
1494363909.1246877,4.1972,1.4122,8.5906
1494363909.136534,3.8442,1.5298,8.5906
1494363909.1422732,3.9619,1.5298,9.1006
1494363909.1536603,3.7265,1.5298,8.6691
1494363909.1594145,3.9619,1.5298,9.179
1494363909.1683698,3.805,1.216,8.826
1494363909.174003,3.8442,1.216,8.826
1494363909.179586,3.7658,1.4906,8.5514
1494363909.1851742,3.8442,1.3729,8.5906
1494363909.1908283,3.6873,1.5298,8.6691
1494363909.1964805,3.7658,1.4122,8.5514
1494363909.2059906,3.7658,1.4514,8.6299
1494363909.2116148,3.8442,1.4906,8.6299
1494363909.217176,3.7658,1.5691,8.6691
1494363909.2227302,3.9227,1.4906,8.7475
1494363909.2340524,3.805,1.4906,8.7083
1494363909.2448566,3.9227,1.4906,8.5514
1494363909.2504656,4.0403,1.6083,9.0613
1494363909.256739,3.805,1.4514,8.5514
1494363909.262324,3.8834,1.5298,8.5514
1494363909.2681391,3.805,1.4906,8.6299
1494363909.2779503,3.6088,1.2553,8.5514
1494363909.2836704,3.6088,1.2553,8.5514
1494363909.2892287,3.6481,1.5691,8.7083
1494363909.295878,3.805,1.6083,8.7083
1494363909.301502,3.5696,1.5691,8.7083
1494363909.307089,3.7658,1.4122,8.7083
1494363909.3184924,3.8442,1.3729,8.5514
1494363909.3241556,3.9227,1.7652,8.9829
1494363909.3311007,3.8834,1.3729,8.7083
1494363909.3373227,3.805,1.4906,8.7083
1494363909.342916,3.8834,1.4122,8.7475
1494363909.3486211,3.8834,1.4514,8.6299
1494363909.3542051,3.8442,1.4514,8.6299
1494363909.3597825,3.8834,1.4906,8.5906
1494363909.3653765,3.8442,1.6475,8.7083
1494363909.3710136,3.8834,1.5691,8.5906
1494363909.3766518,3.8834,1.5298,8.5122
1494363909.382308,3.7658,1.5298,8.5906
1494363909.387955,3.8442,1.4514,8.5122
1494363909.3936021,3.805,1.5298,8.4729
1494363909.3992553,3.7658,1.4514,8.7475
1494363909.4049184,3.8834,1.5691,8.5906
1494363909.4105575,3.9227,1.5298,8.5906
1494363909.4162028,4.0796,1.4122,8.7083
1494363909.4218469,3.7658,1.5298,8.5906
1494363909.42749,3.8834,1.4514,8.4729
1494363909.433128,3.7265,1.5298,8.7475
1494363909.4388592,3.8834,1.4122,8.6691
1494363909.4445693,3.805,1.4906,8.5122
1494363909.4502115,3.7658,1.5298,8.5906
1494363909.4558988,3.8442,1.4906,8.6691
1494363909.461537,3.6873,1.5691,8.6299
1494363909.467185,3.8834,1.4906,8.7475
1494363909.472809,3.805,1.5691,8.6299
1494363909.4784713,3.9227,1.5691,8.7868
1494363909.4841442,3.7658,1.3729,8.5906
1494363909.4897795,3.9619,1.5298,8.5122
1494363909.4954195,3.8442,1.5691,8.5122
1494363909.5010056,3.7658,1.6867,8.5906
1494363909.506615,3.805,1.5298,8.5906
1494363909.512261,3.8442,1.4906,8.5514
1494363909.5179062,3.805,1.5298,8.5906
1494363909.5236032,3.9619,1.6083,8.5122
1494363909.5291865,3.9227,1.3729,8.6299
1494363909.5348237,3.805,1.6867,8.5906
1494363909.5404627,3.9227,1.4906,8.5906
1494363909.5461228,3.8442,1.4514,8.5122
1494363909.551753,3.8442,1.4122,8.6691
1494363909.5573812,3.9227,1.5691,8.5906
1494363909.5630152,3.8834,1.4122,8.6691
1494363909.5687335,3.8442,1.5691,8.5906
1494363909.5743835,3.805,1.4906,8.6299
1494363909.5800285,3.805,1.5298,8.6691
1494363909.5857308,3.7658,1.3729,8.6299
1494363909.591359,3.8834,1.4514,8.5514
1494363909.597006,3.8442,1.4906,8.5514
1494363909.6026452,3.805,1.4906,8.4729
1494363909.6083293,3.7658,1.4514,8.6691
1494363909.6140244,3.7265,1.4122,8.7475
1494363909.6196756,3.805,1.4514,8.5122
1494363909.6253107,3.7265,1.5691,8.5514
1494363909.6309578,3.6481,1.5298,8.5122
1494363909.63662,3.7658,1.4122,8.5906
1494363909.6422582,3.805,1.4122,8.6299
1494363909.6479242,3.805,1.5298,8.7083
1494363909.6536274,3.7658,1.5691,8.7475
1494363909.6592674,4.0011,1.5298,8.5122
1494363909.6649246,3.8834,1.6083,8.5514
1494363909.6705527,3.8442,1.4906,8.5906
1494363909.676187,3.9619,1.5298,8.3553
1494363909.681821,3.8834,1.5298,8.5906
1494363909.6874592,3.8834,1.4514,8.5514
1494363909.6931922,3.8834,1.5298,8.5514
1494363909.6988754,3.8442,1.6475,8.5514
1494363909.7044475,3.8442,1.2945,8.5514
1494363909.7100887,3.7265,1.4906,8.5906
1494363909.7158098,3.7658,1.5298,8.7083
1494363909.721459,3.7265,1.6083,8.5514
1494363909.727096,3.805,1.5298,8.7083
1494363909.7327263,3.8442,1.4514,8.7475
1494363909.7383764,3.8834,1.5298,8.826
1494363909.7440555,3.805,1.5298,8.6299
1494363909.7497077,3.805,1.5298,8.5906
1494363909.7553449,3.8442,1.4514,8.7083
1494363909.760983,3.7658,1.5298,8.5514
1494363909.7666311,3.7265,1.5691,8.7475
1494363909.7722733,3.8442,1.5298,8.6691
1494363909.7779253,3.805,1.4906,8.6691
1494363909.7836294,3.8834,1.6083,8.5122
1494363909.7892637,3.7658,1.5691,8.6691
1494363909.7949038,3.8442,1.6867,8.6299
1494363909.8005688,3.7658,1.4906,8.5514
1494363909.806212,3.7658,1.4514,8.4337
1494363909.8118472,3.805,1.4514,8.4337
1494363909.8175063,3.8834,1.4122,8.4729
1494363909.8231225,3.8442,1.4906,8.4729
1494363909.8288505,3.7658,1.4514,8.6299
1494363909.8345537,3.8442,1.5691,8.6691
1494363909.8402019,3.8834,1.3337,8.4729
1494363909.845924,3.8442,1.5298,8.6691
1494363909.8515732,3.9227,1.4122,8.5906
1494363909.8572183,4.0011,1.4514,8.5122
1494363909.8628604,3.8442,1.5298,8.6299
1494363909.8685005,3.8442,1.4514,8.6691
1494363909.8741686,3.7658,1.5298,8.5906
1494363909.8798249,3.8834,1.4906,8.5122
1494363909.885479,3.805,1.4906,8.5514
1494363909.891108,3.805,1.4906,8.5514
1494363909.8967412,3.6873,1.4906,8.5514
1494363909.9023013,3.7265,1.5298,8.5906
1494363909.9079354,3.8834,1.4514,8.7475
1494363909.9136016,3.8834,1.5691,8.7083
1494363909.9192479,3.805,1.4906,8.7475
1494363909.924891,3.805,1.4906,8.5122
1494363909.930531,3.8442,1.5691,8.6299
1494363909.936176,3.7658,1.4514,8.5906
1494363909.9418063,3.805,1.5691,8.7083
1494363909.9474564,3.6873,1.5691,8.7475
1494363909.9530907,3.8442,1.4122,8.5122
1494363909.9588196,3.7265,1.4514,8.6299
1494363909.9644608,3.7658,1.4514,8.6299
1494363909.970102,3.805,1.4906,8.7868
1494363909.9758031,3.7658,1.4514,8.6299
1494363909.9814541,3.805,1.5298,8.5906
1494363909.9870944,3.805,1.5298,8.5906
1494363909.9926996,3.805,1.4906,8.4337
1494363909.9982796,3.8834,1.4906,8.7083
1494363910.0038817,3.805,1.3729,8.6299
1494363910.0095098,3.805,1.6083,8.4729
1494363910.015192,3.8442,1.5298,8.5514
1494363910.0208273,3.805,1.6083,8.5514
1494363910.0264714,3.7658,1.5691,8.5122
1494363910.0321145,3.7265,1.4514,8.6299
1494363910.0377786,3.805,1.4906,8.5906
1494363910.0434997,3.9619,1.4906,8.7083
1494363910.049151,3.8442,1.4906,8.5514
1494363910.054791,3.7265,1.4514,8.6299
1494363910.06042,3.7658,1.5298,8.5122
1494363910.0660613,3.7658,1.5691,8.5514
1494363910.0716853,3.8442,1.5691,8.4337
1494363910.0773795,4.0403,1.5298,8.5906
1494363910.0830297,3.6873,1.6475,8.6299
1494363910.0887418,3.7658,1.4906,8.6299
1494363910.0944169,3.7658,1.4906,8.5514
1494363910.099998,3.7265,1.5691,8.6299
1494363910.1055841,3.7658,1.4906,8.6691
1494363910.1112382,3.805,1.4906,8.7083
1494363910.1169574,3.7658,1.5298,8.5514
1494363910.1225965,3.8442,1.5691,8.5906
1494363910.1282349,3.7658,1.6083,8.5906
1494363910.1338968,3.9227,1.4514,8.5514
1494363910.139534,3.8442,1.4122,8.6299
1494363910.1451752,3.7658,1.6083,8.6691
1494363910.1508062,3.9227,1.4514,8.4729
1494363910.1564534,3.8442,1.4514,8.7083
1494363910.1620946,3.805,1.5691,8.5122
1494363910.1677396,3.8834,1.4122,8.6299
1494363910.173442,3.8442,1.4514,8.826
1494363910.179086,3.8834,1.4514,8.5514
1494363910.1847842,4.0011,1.5298,8.7083
1494363910.1904202,3.9227,1.5691,8.5906
1494363910.1960864,3.805,1.6083,8.6299
1494363910.2026236,3.9619,1.4906,8.6299
1494363910.2140057,3.7658,1.4122,8.8652
1494363910.225253,4.0403,1.3337,8.826
1494363910.2364273,4.0796,1.6867,8.2376
1494363910.2444956,4.2757,1.6083,8.5514
1494363910.2536519,3.7265,1.4906,9.0221
1494363910.259255,3.5304,1.4906,9.0221
1494363910.2687292,3.7265,1.5298,8.5122
1494363910.2743742,3.7265,1.5298,8.5122
1494363910.2838974,4.0011,1.4906,8.4729
1494363910.2910097,3.5304,1.2945,8.9829
1494363910.2966738,3.6873,1.5691,8.9829
1494363910.3022468,3.7658,1.6867,8.6691
1494363910.308027,3.7658,1.5691,8.6299
1494363910.3138273,3.805,1.4514,8.7083
1494363910.3194034,3.8442,1.4906,8.5122
1494363910.3249736,3.8834,1.4906,8.5514
1494363910.3306136,3.8442,1.3337,8.6299
1494363910.3362627,3.8834,1.5298,8.6691
1494363910.3419049,3.8442,1.4122,8.5906
1494363910.347565,3.7265,1.5298,8.5514
1494363910.3532043,3.9227,1.4514,8.5906
1494363910.3589244,3.805,1.4906,8.7083
1494363910.3646414,3.805,1.4122,8.5906
1494363910.3702896,3.8834,1.4906,8.5514
1494363910.3759696,3.9619,1.4906,8.6299
1494363910.381605,3.9619,1.4514,8.6691
1494363910.387261,3.9227,1.4122,8.6691
1494363910.392889,3.8442,1.5298,8.5514
1494363910.3985312,3.7658,1.5298,8.5514
1494363910.4042044,3.8442,1.4514,8.4337
1494363910.4097555,3.805,1.4906,8.6299
1494363910.4153366,3.8442,1.4514,8.5906
1494363910.4209747,3.8442,1.4906,8.6299
1494363910.426622,3.8442,1.4514,8.7083
1494363910.432264,3.805,1.3729,8.6299
1494363910.4379113,3.7658,1.4514,8.6691
1494363910.4436193,3.8442,1.5298,8.7868
1494363910.4492745,3.8442,1.5298,8.7083
1494363910.4549186,3.8834,1.6083,8.6299
1494363910.4605436,3.8442,1.5298,8.7083
1494363910.4662018,3.8442,1.6475,8.6691
1494363910.471839,3.6088,1.4906,8.5514
1494363910.477467,3.8834,1.5691,8.6691
1494363910.4831161,3.805,1.4122,8.4729
1494363910.4887764,3.805,1.4514,8.5906
1494363910.4943256,3.8834,1.5298,8.5906
1494363910.4998968,3.8442,1.5298,8.5906
1494363910.5055149,3.805,1.5298,8.6299
1494363910.511149,3.805,1.3729,8.7475
1494363910.516798,3.7658,1.4514,8.6691
1494363910.5224202,3.8834,1.3729,8.5122
1494363910.5280492,3.8834,1.4514,8.5514
1494363910.5337055,3.9227,1.4122,8.5906
1494363910.5393395,3.805,1.4514,8.5906
1494363910.5449877,3.9227,1.5298,8.5514
1494363910.550613,3.8834,1.4514,8.5906
1494363910.556254,3.8442,1.4122,8.5906
